Age,Workclass,Education,Marital-status,Occupation,Relationship,Race,Gender,Hours-per-week,Native-country,Income,Encoded_Salary
56,Private,Less than Bachelor's,Divorced,Craft-repair,Unmarried,White,Male,35,United-States,<=50K,0
25,Private,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,0
60,Private,Master's Degree,Divorced,Prof-specialty,Other-relative,Black,Male,40,United-States,<=50K,0
28,Private,Less than Bachelor's,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
21,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Unmarried,White,Male,40,Mexico,<=50K,0
40,Private,Bachelor's Degree,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,0
29,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Female,25,United-States,<=50K,0
25,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,80,United-States,>50K,1
18,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,10,United-States,<=50K,0
32,State-gov,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,<=50K,0
27,Private,Less than Bachelor's,Never-married,Other-service,Own-child,Other,Male,35,Dominican-Republic,<=50K,0
48,Private,Less than Bachelor's,Widowed,Machine-op-inspct,Not-in-family,White,Female,16,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,25,United-States,<=50K,0
55,Private,Less than Bachelor's,Divorced,Sales,Not-in-family,White,Female,40,England,<=50K,0
33,Local-gov,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K,1
21,State-gov,Less than Bachelor's,Never-married,Adm-clerical,Own-child,White,Female,12,United-States,<=50K,0
43,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K,0
35,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0
39,Local-gov,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K,1
19,Private,Less than Bachelor's,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K,0
25,Private,Less than Bachelor's,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,0
44,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,72,United-States,>50K,1
27,Private,Less than Bachelor's,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,0
39,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,1
69,Private,Less than Bachelor's,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,0
34,Private,Bachelor's Degree,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,<=50K,0
37,Private,Less than Bachelor's,Separated,Other-service,Unmarried,White,Female,40,United-States,<=50K,0
43,Local-gov,Bachelor's Degree,Divorced,Prof-specialty,Own-child,White,Female,39,United-States,<=50K,0
34,State-gov,Master's Degree,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,>50K,1
31,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K,0
42,State-gov,Doctorate Degree,Divorced,Prof-specialty,Not-in-family,White,Female,60,United-States,>50K,1
26,Private,Less than Bachelor's,Divorced,Sales,Unmarried,White,Female,30,United-States,<=50K,0
39,Private,Less than Bachelor's,Separated,Other-service,Unmarried,White,Female,75,United-States,<=50K,0
25,Private,Bachelor's Degree,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,0
54,Local-gov,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,Black,Male,30,United-States,<=50K,0
44,State-gov,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,1
34,State-gov,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,>50K,1
21,Self-emp-inc,Less than Bachelor's,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0
33,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0
40,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K,1
44,Private,Master's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
33,Local-gov,Less than Bachelor's,Divorced,Protective-serv,Not-in-family,White,Male,56,United-States,<=50K,0
21,Local-gov,Less than Bachelor's,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0
35,Self-emp-not-inc,Bachelor's Degree,Never-married,Other-service,Not-in-family,Black,Female,60,United-States,<=50K,0
43,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,1
51,Local-gov,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,0
29,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
51,Local-gov,Less than Bachelor's,Separated,Protective-serv,Not-in-family,Black,Male,40,United-States,<=50K,0
35,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0
18,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K,0
58,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0
57,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
19,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,0
37,Private,Less than Bachelor's,Separated,Other-service,Unmarried,White,Female,40,United-States,<=50K,0
38,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,<=50K,0
45,Private,Less than Bachelor's,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
27,Private,Less than Bachelor's,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Cambodia,>50K,1
38,Local-gov,Less than Bachelor's,Married-civ-spouse,Protective-serv,Husband,White,Male,72,United-States,<=50K,0
30,Private,Less than Bachelor's,Divorced,Craft-repair,Not-in-family,White,Male,30,United-States,<=50K,0
46,Private,Bachelor's Degree,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,0
60,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,1
30,Private,Less than Bachelor's,Separated,Transport-moving,Not-in-family,White,Male,44,United-States,<=50K,0
47,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,>50K,1
39,Private,Bachelor's Degree,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0
42,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,1
27,Private,Less than Bachelor's,Divorced,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K,0
44,Private,Less than Bachelor's,Divorced,Sales,Not-in-family,White,Male,40,United-States,<=50K,0
33,Private,Bachelor's Degree,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0
54,Private,Bachelor's Degree,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K,1
58,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,United-States,<=50K,0
45,Private,Bachelor's Degree,Never-married,Transport-moving,Not-in-family,White,Male,30,United-States,<=50K,0
59,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K,0
29,Private,Less than Bachelor's,Never-married,Priv-house-serv,Not-in-family,White,Female,50,United-States,<=50K,0
27,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0
44,Private,Master's Degree,Married-civ-spouse,Tech-support,Husband,White,Male,20,United-States,>50K,1
44,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,1
33,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,>50K,1
27,Private,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0
33,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,1
55,Private,Bachelor's Degree,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,0
32,Self-emp-not-inc,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,Other,Male,60,United-States,<=50K,0
31,Private,Bachelor's Degree,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,<=50K,0
57,Self-emp-inc,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,1
30,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,1
28,Private,Bachelor's Degree,Never-married,Sales,Not-in-family,White,Female,48,United-States,<=50K,0
30,Self-emp-not-inc,Less than Bachelor's,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,40,South,<=50K,0
29,Private,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
66,Private,Less than Bachelor's,Never-married,Other-service,Other-relative,Black,Female,3,United-States,<=50K,0
60,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,1
31,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0
26,Private,Less than Bachelor's,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,0
24,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,45,United-States,<=50K,0
29,Private,Bachelor's Degree,Never-married,Sales,Not-in-family,White,Male,50,United-States,>50K,1
44,Private,Less than Bachelor's,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K,1
34,Local-gov,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,1
59,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,United-States,>50K,1
23,Private,Bachelor's Degree,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,24,United-States,<=50K,0
23,Private,Less than Bachelor's,Never-married,Other-service,Other-relative,White,Male,40,Philippines,<=50K,0
55,Local-gov,Bachelor's Degree,Separated,Prof-specialty,Unmarried,Black,Female,35,United-States,<=50K,0
39,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
39,Private,Less than Bachelor's,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K,0
57,Private,Less than Bachelor's,Divorced,Transport-moving,Unmarried,White,Male,75,United-States,<=50K,0
35,Private,Less than Bachelor's,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K,0
39,Local-gov,Bachelor's Degree,Married-civ-spouse,Protective-serv,Husband,White,Male,48,United-States,>50K,1
47,Private,Less than Bachelor's,Married-civ-spouse,Sales,Own-child,White,Female,38,United-States,>50K,1
53,State-gov,Doctorate Degree,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,>50K,1
23,Private,Less than Bachelor's,Never-married,Sales,Own-child,Black,Male,25,United-States,<=50K,0
35,Private,Master's Degree,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,>50K,1
44,Private,Less than Bachelor's,Divorced,Farming-fishing,Not-in-family,White,Female,40,United-States,<=50K,0
28,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Female,25,United-States,<=50K,0
26,Private,Bachelor's Degree,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,Poland,<=50K,0
23,Private,Less than Bachelor's,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K,0
32,Private,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,White,Male,25,Ireland,<=50K,0
49,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K,1
36,Private,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,60,United-States,<=50K,0
36,Private,Less than Bachelor's,Divorced,Other-service,Unmarried,White,Female,36,United-States,<=50K,0
21,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,46,United-States,>50K,1
54,Self-emp-not-inc,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
43,Private,Less than Bachelor's,Married-spouse-absent,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,0
35,Local-gov,Less than Bachelor's,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0
31,Private,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,>50K,1
46,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,40,India,<=50K,0
46,Private,Less than Bachelor's,Separated,Sales,Not-in-family,White,Female,40,United-States,<=50K,0
56,Private,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0
21,Private,Less than Bachelor's,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0
51,Private,Master's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,1
47,State-gov,Less than Bachelor's,Divorced,Prof-specialty,Unmarried,White,Male,20,United-States,<=50K,0
42,Private,Less than Bachelor's,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,Puerto-Rico,<=50K,0
19,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K,0
25,Private,Bachelor's Degree,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0
37,Private,Master's Degree,Married-civ-spouse,Tech-support,Husband,White,Male,60,United-States,>50K,1
35,Private,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K,0
40,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,<=50K,0
57,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,15,United-States,<=50K,0
38,Private,Less than Bachelor's,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,>50K,1
48,Private,Less than Bachelor's,Divorced,Sales,Not-in-family,White,Female,38,United-States,<=50K,0
34,Private,Less than Bachelor's,Divorced,Other-service,Not-in-family,White,Female,34,United-States,<=50K,0
46,Federal-gov,Less than Bachelor's,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,0
45,State-gov,Master's Degree,Divorced,Protective-serv,Not-in-family,White,Male,50,United-States,<=50K,0
32,Self-emp-not-inc,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,1
35,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Own-child,White,Male,48,United-States,<=50K,0
62,Private,Less than Bachelor's,Never-married,Craft-repair,Not-in-family,White,Female,39,United-States,>50K,1
50,Private,Bachelor's Degree,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0
25,Private,Bachelor's Degree,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,0
41,Private,Less than Bachelor's,Never-married,Sales,Not-in-family,Black,Male,33,United-States,<=50K,0
35,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Female,27,United-States,<=50K,0
33,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,41,United-States,>50K,1
38,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K,1
37,State-gov,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0
56,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,1
19,Private,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,32,United-States,<=50K,0
31,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K,0
33,Private,Less than Bachelor's,Separated,Handlers-cleaners,Unmarried,White,Male,35,Puerto-Rico,<=50K,0
72,Private,Less than Bachelor's,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,<=50K,0
54,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K,1
30,Private,Bachelor's Degree,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0
51,Private,Doctorate Degree,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,1
30,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,1
30,Private,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,0
